,station_name,poi_name,latitude,longitude,address,distance_m,category
39,Philadelphia Zoo,Flamingos,39.972160779487126,-75.19502669880497,"3400 W Girard Ave (at Philadelphia Zoo), Philadelphia, PA 19104",370,Zoo Exhibit
40,Main & Shurs,Manayunk Brewery & Restaurant,40.022431919734025,-75.21884754716474,"4120 Main St (at Shurs Ln.), Philadelphia, PA 19127",72,Brewery
41,Main & Shurs,Pilgrim Roasters,40.0226564236708,-75.21936060925687,"4120 Main St, Philadelphia, PA 19127",120,Coffee Shop
42,Main & Shurs,Craft Manayunk,40.02288636014017,-75.21894490623362,"4141 Main St, Philadelphia, PA 19127",98,Bar
43,Main & Shurs,Mike's Pizza,40.022582376635796,-75.21849444809786,"4111 Main St (at Shurs Ln), Philadelphia, PA 19127",48,Pizzeria
44,Main & Shurs,Castle Roxx,40.02277716566941,-75.21748482067292,"105 Shurs Ln (at Cresson St), Philadelphia, PA 19127",63,Sports Bar
45,Main & Shurs,Chloe's Corner,40.02345136202235,-75.22001996639284,"4162 Main St (at Lock St), Philadelphia, PA 19127",209,Ice Cream Parlor
46,Main & Shurs,Venice Island Performing Arts & Recreation Center,40.022817599197936,-75.22074925563028,"7 Lock St, Philadelphia, PA 19127",239,Theater
47,Main & Shurs,The Goat's Beard,40.023772724303775,-75.22014264044715,"4201 Main St (at Pensdale St), Philadelphia, PA 19127",239,Bar
48,Main & Shurs,Union Taco,40.02354935524344,-75.21980635552694,"4229 Main St, Philadelphia, PA 19127",202,Taco Restaurant
49,Main & Shurs,The Couch Tomato Bistro,40.02466297874437,-75.22134222904128,"102 Rector Street (Upstairs) (Main Street (Manayunk)), Philadelphia, PA 19127",381,Tapas Restaurant
50,University City Station,University of Pennsylvania Museum of Archaeology and Anthropology,39.949524952822046,-75.19141837074898,"3260 South St (at 33rd St), Philadelphia, PA 19104",157,History Museum
51,University City Station,Perelman Center for Advanced Medicine,39.947419,-75.192631,"3400 Civic Center Blvd, Philadelphia, PA 19104",251,Medical Center
52,University City Station,Tyson Bees,39.95034805994531,-75.19129299073856,"on 33rd St (at Spruce St), Philadelphia, PA 19104",225,Food Truck
53,University City Station,Starbucks,39.94762356379797,-75.19339072883606,"3400 Civic Center Blvd, Philadelphia, PA 19104",301,Coffee Shop
54,University City Station,The Buerger Center for Advanced Pediatric Care,39.947120249984394,-75.19398136547575,"3500 Civic Center Blvd, Philadelphia, PA 19104",369,Medical Center
55,University City Station,The Peppermill Café,39.94913808391782,-75.19153163150509,"Philadelphia, PA",140,Snack Place
56,University City Station,Jimmy John's,39.94757624826055,-75.19323683197972,"3400 Civic Center Blvd, Philadelphia, PA 19104",290,Sandwich Spot
57,University City Station,Beka's Chemistry Café,39.95081612581918,-75.19221883160607,"231 S 34th St (In Chemistry Laboratories), Philadelphia, PA 19104",311,Café
58,University City Station,Samsung Galaxy Studio at Penn,39.95087038259216,-75.19379335697383,"3417 Spruce St (at Houston Hall), Philadelphia, PA 19104",408,Mobile Phone Store
59,University City Station,Starbucks,39.95000940507062,-75.19303650066375,"3400 Spruce St, Philadelphia, PA 19104",300,Coffee Shop
60,Broad & Carpenter,Sprouts Farmers Market,39.938822,-75.167395,"1000 S Broad St (at Carpenter St), Philadelphia, PA 19146",65,Farmers Market
61,Broad & Carpenter,Giant,39.938254,-75.166536,"1001-29 S Broad St, Philadelphia, PA 19147",68,Grocery Store
62,Broad & Carpenter,Insomnia Cookies,39.939349,-75.166196,"1420 Carpenter St, Philadelphia, PA 19146",64,Bakery
63,Broad & Carpenter,Target,39.93827619048847,-75.16770356109365,"1020 Broad St, Philadelphia, PA 19146",112,Big Box Store
64,Broad & Carpenter,Chipotle Mexican Grill,39.93902286837372,-75.16775132324646,"1000 S Broad St, Philadelphia, PA 19146",97,Mexican Restaurant
65,Broad & Carpenter,Starbucks,39.93814367595363,-75.16696429034168,"1002 S Broad St (Washington Avenue), Philadelphia, PA 19146",85,Coffee Shop
66,Broad & Carpenter,Restaurant Taqueria El Jarocho,39.93648228480978,-75.16484109459253,"1138 S 13th St (at Ellsworth St.), Philadelphia, PA 19147",305,Mexican Restaurant
67,Broad & Carpenter,Fine Wine & Good Spirits,39.938133975208366,-75.16722159730256,"1403 Washington Ave (Broad St), Philadelphia, PA 19146",96,Wine Store
68,Broad & Carpenter,Pho 75,39.9372143987388,-75.16278704877544,"1122 Washington Ave (btwn 11th St & 12th St), Philadelphia, PA 19147",375,Vietnamese Restaurant
69,Broad & Carpenter,mui chung,39.936815192730016,-75.16675037576212,"1133 S Broad St (Ellsworth St), Philadelphia, PA 19147",228,Chinese Restaurant
70,Broad & Allegheny,Saffron Indian Cuisine,40.002319138072394,-75.15263697152251,"3240 N Broad St, Philadelphia, PA 19140",99,Indian Restaurant
71,Broad & Allegheny,Philly Pretzel Factory,40.00236747583781,-75.15303895809417,"3220 N Broad St, Philadelphia, PA 19140",111,Snack Place
72,Broad & Allegheny,Caribbean Feast Cuisine,40.003221357986114,-75.15167280983864,"1338 Rising Sun Ave (Broad St.), Philadelphia, PA 19140",212,Caribbean Restaurant
73,Broad & Allegheny,PA Wine & Spirits,40.00242246685155,-75.15299941466216,"3250 N Broad St, Philadelphia, PA 19140",116,Miscellaneous Store
74,Broad & Allegheny,KFC,39.99976986733143,-75.15382048092859,"3032 N Broad St, Philadelphia, PA 19132",213,Fried Chicken Joint
75,Broad & Allegheny,Taco Bell,39.99977309234654,-75.15373459974586,"3032 N Broad St, Philadelphia, PA 19132",209,Fast Food Restaurant
76,Broad & Allegheny,Starbucks,40.00451877764395,-75.15274549806354,"3340 N Broad St, Philadelphia, PA 19140",343,Coffee Shop
77,Broad & Allegheny,Ted & Betsey's Food Mobile,40.00470037261274,-75.1521353269127,"Philadelphia, PA",365,Food Truck
78,Broad & Allegheny,Temple Family Medicine,40.004140280307475,-75.15285053620961,"3322 N Broad St (Ontario), Philadelphia, PA 19140",302,Doctor's Office
79,Broad & Allegheny,Middle East Lunch Truck,40.00414995327848,-75.15259286874546,"Philadelphia, PA",302,Food Truck
80,34th & Spruce,Samsung Galaxy Studio at Penn,39.95087038259216,-75.19379335697383,"3417 Spruce St (at Houston Hall), Philadelphia, PA 19104",64,Mobile Phone Store
81,34th & Spruce,Insomnia Cookies,39.9509446368413,-75.19422386956953,"3417 Spruce St (in Houston Hall), Philadelphia, PA 19104",98,Bakery
82,34th & Spruce,Starbucks,39.95000940507062,-75.19303650066375,"3400 Spruce St, Philadelphia, PA 19104",55,Coffee Shop
83,34th & Spruce,University of Pennsylvania Museum of Archaeology and Anthropology,39.949524952822046,-75.19141837074898,"3260 South St (at 33rd St), Philadelphia, PA 19104",188,History Museum
84,34th & Spruce,Beka's Chemistry Café,39.95081612581918,-75.19221883160607,"231 S 34th St (In Chemistry Laboratories), Philadelphia, PA 19104",94,Café
85,34th & Spruce,Tyson Bees,39.95034805994531,-75.19129299073856,"on 33rd St (at Spruce St), Philadelphia, PA 19104",166,Food Truck
86,34th & Spruce,LOVE by Robert Indiana,39.951844061433356,-75.1947981679924,"Locust Walk & 36th St, Philadelphia, PA 19104",201,Public Art
87,34th & Spruce,Au Bon Pain,39.95009972450035,-75.19353841752654,"3400 Spruce St, Philadelphia, PA 19104",49,Bakery
88,34th & Spruce,Goldie,39.95295591874744,-75.1926238698495,"3401 Walnut St, Philadelphia, PA 19104",280,Falafel Restaurant
89,34th & Spruce,White Dog Cafe University City,39.95354810000001,-75.1929486,"3420 Sansom St, Philadelphia, PA 19104",341,American Restaurant
90,41st & Chestnut,Cleopatra Cafe,39.956282079805895,-75.20618421700539,"4145 Chestnut St (at 42nd St), Philadelphia, PA 19104",86,Hookah Bar
91,41st & Chestnut,Dana Mandi,39.95646609535505,-75.2069702533103,"4211 Chestnut St, Philadelphia, PA 19104",155,Indian Restaurant
92,41st & Chestnut,New Delhi Indian Restaurant,39.95560933117067,-75.20249279326167,"4004 Chestnut St (at 40th St), Philadelphia, PA 19104",241,Indian Restaurant
93,41st & Chestnut,International Foods and Spices,39.955027400807225,-75.20683401243717,"4203 Walnut St, Philadelphia, PA 19104",162,Grocery Store
94,41st & Chestnut,Dim Sum House by Jane G's,39.95573081701866,-75.20180941375598,"3939 Chestnut St (40th and Chestnut), Philadelphia, PA 19104",297,Chinese Restaurant
95,41st & Chestnut,Kilimandjaro,39.95676607480428,-75.2089249938346,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",323,African Restaurant
96,41st & Chestnut,Winterfell,39.95631889019049,-75.20240206638023,"32 S 40th St, Philadelphia, PA 19104",251,Ice Cream Parlor
97,41st & Chestnut,Terakawa Ramen,39.95467007526733,-75.20216636012708,"125 S 40th St, Philadelphia, PA 19104",299,Ramen Restaurant
98,41st & Chestnut,Distrito,39.95576817111351,-75.20208893353745,"3945 Chestnut St (at 40th St), Philadelphia, PA 19104",273,Tapas Restaurant
99,41st & Chestnut,Kabobeesh,39.95628074775143,-75.20648118729918,"4201 Chestnut St (at 42nd St), Philadelphia, PA 19104",109,Pakistani Restaurant
100,20th & Market,Ranstead Room,39.95261563568026,-75.17365798204922,"2013 Ranstead St (btwn Chestnut & Market St), Philadelphia, PA 19103",137,Speakeasy
101,20th & Market,Nook Bakery and Coffee Bar,39.952710137703455,-75.17336647496718,"15 S 20th St (btwn Market & Chestnut St), Philadelphia, PA 19103",136,Bakery
102,20th & Market,Trader Joe's,39.954515477766584,-75.17600124570828,"2121 Market St (at 22nd St), Philadelphia, PA 19103",182,Grocery Store
103,20th & Market,El Rey,39.9522504,-75.1740503,"2013 Chestnut St (at 20th St), Philadelphia, PA 19103",173,Mexican Restaurant
104,20th & Market,Mütter Museum,39.95325817317365,-75.17665662902431,"19 S 22nd St (at Ludlow St), Philadelphia, PA 19103",228,Science Museum
105,20th & Market,Wilder,39.95151033971078,-75.17405428325212,"2009 Sansom St, Philadelphia, PA 19103",255,New American Restaurant
106,20th & Market,Devil's Alley,39.95205289437517,-75.17216600971092,"1907 Chestnut St (at 19th St.), Philadelphia, PA 19103",253,Bar
107,20th & Market,Vic Sushi Bar,39.95147676145491,-75.17494806114004,"2035 Sansom St, Philadelphia, PA 19103",269,Sushi Restaurant
108,20th & Market,Village Whiskey,39.95128529751654,-75.17364332772435,"118 S 20th St (at Sansom St), Philadelphia, PA 19103",282,Whisky Bar
109,20th & Market,Commonwealth Proper,39.95213443964467,-75.17168624425335,"1839 Chestnut St ((Entrance on 19th)), Philadelphia, PA 19103",275,Men's Store
110,"11th & Pine, Kahn Park",Louis I. Kahn Memorial Park,39.94509170644211,-75.15995979351705,"11th St. & Pine St., Philadelphia, PA 19107",9,Park
111,"11th & Pine, Kahn Park",Philly AIDS Thrift,39.945203386344275,-75.16122464159706,"345 S 12th St (at Pine St), Philadelphia, PA 19107",110,Bookstore
112,"11th & Pine, Kahn Park",Mixto,39.945192782828684,-75.16105999355409,"1141 Pine St (at S 12th St), Philadelphia, PA 19107",96,Cuban Restaurant
113,"11th & Pine, Kahn Park",Tria Cafe Wash West,39.9466238,-75.1609139,"1137 Spruce St (at S 12th St), Philadelphia, PA 19107",182,Wine Bar
114,"11th & Pine, Kahn Park",Yellowtail,39.94501914790475,-75.16185778969981,"1218 Pine St, Philadelphia, PA 19107",165,Japanese Restaurant
115,"11th & Pine, Kahn Park",Good Karma Cafe,39.94467167210889,-75.15797234416873,"928 Pine St (at 10th St), Philadelphia, PA 19107",175,Café
116,"11th & Pine, Kahn Park",Jiggy Coffee,39.944622,-75.158345,"1000 Pine St (10th St), Philadelphia, PA 19107",148,Coffee Shop
117,"11th & Pine, Kahn Park",Middle Child,39.947171597366605,-75.15945424019003,"248 S 11th St (btwn Locust & Irving Sts), Philadelphia, PA 19107",226,Sandwich Spot
118,"11th & Pine, Kahn Park",Sweet Box Cupcakes & Bake Shop,39.94541355637545,-75.1627428565409,"339 S 13th St, Philadelphia, PA 19107",241,Cupcake Shop
119,"11th & Pine, Kahn Park",Mercato,39.94660790625103,-75.16187864339636,"1216 Spruce St (at 12th St), Philadelphia, PA 19107",230,Italian Restaurant
120,Broad & Lehigh,Insomnia Cookies,39.99460334826692,-75.15205551966828,"Montgomery Ave (at 12th St), Philadelphia, PA 19122",278,Dessert Shop
121,Broad & Lehigh,Elverson Military School,39.99411550500062,-75.15479449467766,"13th And Susquehanna, Philadelphia, PA 19132",40,High School
122,Broad & Lehigh,Halal Steaks,39.995325198568665,-75.15392471409723,"2739 N Broad St, Philadelphia, PA 19132",173,Restaurant
123,Broad & Lehigh,Ski,39.99236550608037,-75.1543817301035,Pennsylvania,212,Ski Lodge
124,Broad & Lehigh,Sunny's Diner,39.99096172594214,-75.15472264893594,"2501 N Broad St (W Cumberland St), Philadelphia, PA 19132",357,Diner
125,Broad & Lehigh,Baker Bowl,39.99248865947094,-75.15679963539054,"N 15th St (at Huntingdon Ave), Philadelphia, PA 19132",225,Historic and Protected Site
126,Broad & Lehigh,GameStop,39.99717879138854,-75.15443016529606,"2900 N Broad St, Philadelphia, PA 19132",344,Video Games Store
127,Broad & Lehigh,Commonwealth Of Pennsylvania Board Of Probation And Parole,39.99252707092962,-75.15292877525268,"2630 N 13th St (Lehigh Ave.), Philadelphia, PA 19133",268,Structure
128,Broad & Lehigh,AutoZone,39.99068680852133,-75.15492030741142,"2445 N Broad St (Cumberland St), Philadelphia, PA 19132",385,Car Parts and Accessories
129,Broad & Lehigh,Dunkin',39.9890987525794,-75.15589495815559,"2344 N Broad St (Broad & York), Philadelphia, PA 19132",563,Donut Shop
130,"46th Street Station, MFL",Aldi,39.9592887,-75.2130058,"4421 Market Street (Northeast corner of 46th and Market), Philadelphia, PA 19104",72,Grocery Store
131,"46th Street Station, MFL",American Bandstand,39.9583680910316,-75.2132006859674,"4600 Market St, Philadelphia, PA 19139",32,Museum
132,"46th Street Station, MFL",Kaffa Crossing,39.95686570269632,-75.21052270723752,"4421 Chestnut St, Philadelphia, PA 19104",304,Ethiopian Restaurant
133,"46th Street Station, MFL",Gyro King Halal Food Cart,39.959327136939564,-75.21346659087315,"Market Street (30th), Philadelphia, PA 19104",76,Food Truck
134,"46th Street Station, MFL",Kilimandjaro,39.95676607480428,-75.2089249938346,"4301 Chestnut St (btwn S 44th & S 43rd St), Philadelphia, PA 19104",422,African Restaurant
135,"46th Street Station, MFL",Philly Cuts,39.95677860543961,-75.21000097485984,"4409 Chestnut St, Philadelphia, PA 19104",345,Cosmetics Store
136,"46th Street Station, MFL",Saad's Halal Restaurant,39.954964,-75.21185,"4500 Walnut St (at 45th St), Philadelphia, PA 19139",427,Middle Eastern Restaurant
137,"46th Street Station, MFL",Manakeesh Cafe Bakery,39.95497719999999,-75.2115092,"4420 Walnut St, Philadelphia, PA 19104",434,Bakery
138,"46th Street Station, MFL",Wah-Gi-Wah,39.95682968405307,-75.2113800266784,"4447 Chestnut St, Philadelphia, PA 19104",257,Pakistani Restaurant
139,"46th Street Station, MFL",CVS Pharmacy,39.95960736767993,-75.21857134711288,"4849 Market St, Philadelphia, PA 19139",466,Pharmacy
140,Front & Queen,For Pete's Sake,39.93556320232765,-75.14532308457342,"900 S Front St (Christian St), Philadelphia, PA 19147",143,American Restaurant
141,Front & Queen,Royal Sushi & Izakaya,39.938008678666115,-75.14640796478119,"780 S 2nd St, Philadelphia, PA 19147",183,Japanese Restaurant
142,Front & Queen,Palm Tree Gourmet,39.93580523513237,-75.14669763009162,"901 S 2nd St, Philadelphia, PA 19147",188,Deli
143,Front & Queen,Lucky's Last Chance,39.93633212463659,-75.14690303921114,"848 S 2nd St, Philadelphia, PA 19147",177,Hot Dog Joint
144,Front & Queen,Philadelphia Java Company,39.93610510483682,-75.14690020243661,"852 S 2nd St (at Christian St), Philadelphia, PA 19147",186,Coffee Shop
145,Front & Queen,Mario Lanza Park,39.936865454961264,-75.14693691858312,"200 block of Catherine Street, Philadelphia, PA 19147",171,Dog Park
146,Front & Queen,Gloria Dei Church National Historic Site,39.93458936420191,-75.14348259248997,"916 S Swanson St, Philadelphia, PA 19147",276,Historic and Protected Site
147,Front & Queen,VFW Post 8051,39.93649372913607,-75.14518082141876,"828 S Front St (at Queen St), Philadelphia, PA 19147",42,Veterans' Organization
148,Front & Queen,New Wave Cafe,39.938004106979626,-75.1484431931029,"784 S 3rd St (at Catherine St), Philadelphia, PA 19147",327,Sports Bar
149,Front & Queen,Ralph R. Rizzo Skating Rink,39.93574684037552,-75.14540437789364,"Philadelphia, PA 19147",126,Unknown
150,18th & JFK Curbside,Di Bruno Bros.,39.954330185944556,-75.16882677130583,"1701 John F Kennedy Blvd (The Market at Comcast), Philadelphia, PA 19103",74,Gourmet Store
151,18th & JFK Curbside,JG SkyHigh,39.955001,-75.170112,"1 N 19th St Fl 60, Philadelphia, PA 19103",107,Restaurant
152,18th & JFK Curbside,Termini Bros.,39.95433332069136,-75.16878126165305,"1701 John F Kennedy Blvd (in The Market and Shops at Comcast Center), Philadelphia, PA 19103",78,Bakery
153,18th & JFK Curbside,Vernick Fish,39.955296,-75.170268,"1 N 19th St, Philadelphia, PA 19103",142,Seafood Restaurant
154,18th & JFK Curbside,Vernick Coffee Bar,39.9551000022471,-75.17077723145087,"1800 Arch St, Philadelphia, PA 19103",146,Coffee Shop
155,18th & JFK Curbside,Sonesta Philadelphia Rittenhouse Square Executive Club Lounge,39.953007,-75.170273,"1800 Market St, Philadelphia, PA 19103",132,Lounge
156,18th & JFK Curbside,One Liberty Observation Deck,39.952740182213596,-75.16806838365939,"1650 Market St Ste 5700, Philadelphia, PA 19103",202,Scenic Lookout
157,18th & JFK Curbside,Old Nelson Food Company,39.95451101597158,-75.17113696223372,"1833 John F Kennedy Blvd (19th Street), Philadelphia, PA 19103",134,Deli
158,18th & JFK Curbside,Matt & Marie's,39.95573287140998,-75.16985256727286,"100 N 18th St (at Arch St), Philadelphia, PA 19103",182,Sandwich Spot
159,18th & JFK Curbside,City Tap House Logan Square,39.95577874837796,-75.1693253913748,"2 Logan Sq (at 18th & Arch Sts), Philadelphia, PA 19103",188,Gastropub
160,8th & Diamond,8th And Diamond recreation,39.98336958988296,-75.14748351346789,"Philadelphia, PA 19122",15,Unknown
161,8th & Diamond,8th & Diamond - Power 99 Parks & Rec,39.983676903479164,-75.1478472736239,"800 Diamond St. (8th st.), Philadelphia, PA 19122",40,Park
162,8th & Diamond,Cousin's Supermarket,39.98087928029774,-75.14376755679349,"1915 N 6th St, Philadelphia, PA 19122",426,Grocery Store
163,8th & Diamond,Richie's,39.98193759610899,-75.15285691712718,"1835 N 12th St (at Berks Walk), Philadelphia, PA 19122",493,Deli
164,8th & Diamond,City Gourmet,39.98348642268313,-75.15007263575943,"1000 Diamond St, Philadelphia, PA 19122",225,Deli
165,8th & Diamond,Tai's Vietnamese Food,39.98193759610899,-75.15285691712718,"1835 N 12th St, Philadelphia, PA 19122",493,Vietnamese Restaurant
166,8th & Diamond,The Creperie At Temple,39.98295274619055,-75.15435085597088,"North 13th St. (Norris St), Philadelphia, PA 19122",592,Creperie
167,8th & Diamond,Fame's Famous Pizza,39.98079599252834,-75.15334356689348,"1835 N 12th St, Philadelphia, PA 19122",586,Pizzeria
168,8th & Diamond,5 Dollar Foot Long Truck,39.982345168371445,-75.15339919795792,"12th St. (Berks Mall), Philadelphia, PA 19122",524,Food Truck
169,8th & Diamond,Blaze Pizza,39.97941499650113,-75.15308352353237,"1100 W Montgomery Ave, Philadelphia, PA 19122",661,Pizzeria
170,Schuylkill & Wharton,Grays Ferry Crescent,39.93995187099033,-75.20408693249934,"Schuylkill Banks (Grays Ferry Ave), Philadelphia, PA 19146",94,Hiking Trail
171,Schuylkill & Wharton,Grays Ferry Bridge,39.94112092498852,-75.20514965057373,"Grays Ferry Ave (at Schuylkill River), Philadelphia, PA 19146",252,Bridge
172,Schuylkill & Wharton,Dunkin',39.938516987157655,-75.19815403364379,"3313 Wharton St, Philadelphia, PA 19146",452,Donut Shop
173,Schuylkill & Wharton,History of Gray's Ferry,39.93914427732647,-75.19845361222406,"Philadelphia, PA 19146",418,Art Gallery
174,Schuylkill & Wharton,40th St Arcade,39.9360768845371,-75.20035428711472,"105 S 40th St, Philadelphia, PA 19104",441,Arcade
175,Schuylkill & Wharton,Hood Bar,39.937663966393515,-75.19801404915036,"Philadelphia, PA",490,Bar
176,Schuylkill & Wharton,Four Worlds Bakery,39.94344270509113,-75.21055484511578,"4634 Woodland Ave, Philadelphia, PA 19143",765,Bakery
177,Schuylkill & Wharton,The Fresh Grocer,39.94035780371982,-75.19324411040088,"3021 Grays Ferry Ave, Philadelphia, PA 19146",869,Grocery Store
178,Schuylkill & Wharton,Graybar Philly,39.93531652507956,-75.20069951945564,"S Warfield St, Philadelphia, PA 19145",498,Bar
179,Schuylkill & Wharton,Little Delicious,39.94160911885587,-75.2123705788031,"4821 Woodland Ave, Philadelphia, PA 19143",809,Caribbean Restaurant
180,Temple University Station,Richie's,39.98193759610899,-75.15285691712718,"1835 N 12th St (at Berks Walk), Philadelphia, PA 19122",224,Deli
181,Temple University Station,Fame's Famous Pizza,39.98079599252834,-75.15334356689348,"1835 N 12th St, Philadelphia, PA 19122",227,Pizzeria
182,Temple University Station,Tai's Vietnamese Food,39.98193759610899,-75.15285691712718,"1835 N 12th St, Philadelphia, PA 19122",224,Vietnamese Restaurant
183,Temple University Station,Blaze Pizza,39.97941499650113,-75.15308352353237,"1100 W Montgomery Ave, Philadelphia, PA 19122",257,Pizzeria
184,Temple University Station,Chipotle Mexican Grill,39.97941177238066,-75.15316936775942,"1100 W Montgomery Ave (at N 11th St), Philadelphia, PA 19122",263,Mexican Restaurant
185,Temple University Station,Richie's Café,39.980656679945724,-75.15135550545266,"1802 N Warnock St, Philadelphia, PA 19122",60,Café
